unified_id,method,perturbation_count,target_in@1,target_in@3,target_in@5,target_in@10,best_rank_any_perturb,worst_rank_any_perturb,jaccard_top10_across_perturbs,mean_latency_ms
UNI-1468D5BD4D80,BM25_Only,5,0,0,0,0,,,0.8181818181818182,708.3
UNI-1468D5BD4D80,Hybrid_NoRerank,5,0,0,0,0,,,0.0,875.1
UNI-7174355B0727,Dense_Only,5,0,0,0,0,,,0.4285714285714285,46.9
UNI-7174355B0727,BM25_Only,5,0,0,0,0,,,0.8181818181818182,855.0
UNI-7174355B0727,Hybrid_NoRerank,5,0,0,0,0,,,0.4,808.0
UNI-7F8A9671A0F1,Dense_Only,5,0,0,0,0,,,0.4285714285714285,38.0
UNI-7F8A9671A0F1,BM25_Only,5,0,0,0,0,,,0.8181818181818182,889.1
UNI-7F8A9671A0F1,Hybrid_NoRerank,5,0,0,0,0,,,0.4285714285714285,979.7
UNI-106D0CE564BC,Dense_Only,5,0,0,0,0,,,0.6153846153846154,39.1
UNI-106D0CE564BC,BM25_Only,5,0,0,0,0,,,0.8181818181818182,1096.7
UNI-106D0CE564BC,Hybrid_NoRerank,5,0,0,0,0,,,0.8181818181818182,1244.9
UNI-4D1A6C1C0A05,Dense_Only,5,0,0,0,0,,,0.6666666666666666,37.8
UNI-4D1A6C1C0A05,BM25_Only,5,0,0,0,0,,,1.0,693.2
UNI-4D1A6C1C0A05,Hybrid_NoRerank,5,0,0,0,0,,,0.4,751.3
UNI-EB514DA43AE7,Dense_Only,5,0,0,0,0,,,0.4,41.3
UNI-EB514DA43AE7,BM25_Only,5,0,0,0,0,,,0.5384615384615384,1005.6
UNI-EB514DA43AE7,Hybrid_NoRerank,5,0,0,0,0,,,0.4285714285714285,889.7
UNI-7D0DD191A1F2,Dense_Only,5,0,0,0,0,,,0.5833333333333334,36.3
UNI-7D0DD191A1F2,BM25_Only,5,0,0,0,0,,,1.0,835.7
UNI-7D0DD191A1F2,Hybrid_NoRerank,5,0,0,0,0,,,0.4,1030.4
UNI-AB186CE5F08C,Dense_Only,5,0,0,0,0,,,0.5384615384615384,35.1
UNI-AB186CE5F08C,BM25_Only,5,0,0,0,0,,,1.0,646.2
UNI-AB186CE5F08C,Hybrid_NoRerank,5,0,0,0,0,,,0.6153846153846154,664.2
UNI-00AAEA86ABF3,Dense_Only,5,0,0,0,0,,,0.8181818181818182,42.6
UNI-00AAEA86ABF3,BM25_Only,5,0,0,0,0,,,1.0,866.7
UNI-00AAEA86ABF3,Hybrid_NoRerank,5,0,0,0,0,,,0.8181818181818182,874.9
UNI-D5690D1E4812,Dense_Only,5,0,0,0,0,,,0.8181818181818182,34.6
UNI-D5690D1E4812,BM25_Only,5,0,0,0,0,,,0.8181818181818182,864.4
UNI-D5690D1E4812,Hybrid_NoRerank,5,0,0,0,0,,,0.6666666666666666,1058.3
UNI-9C19B858770F,Dense_Only,5,0,0,0,0,,,0.8181818181818182,54.0
UNI-9C19B858770F,BM25_Only,5,0,0,0,0,,,1.0,708.6
UNI-9C19B858770F,Hybrid_NoRerank,5,0,0,0,0,,,1.0,697.3
UNI-9A897B78DBFF,Dense_Only,5,0,0,0,0,,,0.6666666666666666,36.2
UNI-9A897B78DBFF,BM25_Only,5,0,0,0,0,,,1.0,875.6
UNI-9A897B78DBFF,Hybrid_NoRerank,5,0,0,0,0,,,0.6666666666666666,971.1
UNI-E113BEED0AC8,Dense_Only,5,0,0,0,0,,,0.6153846153846154,38.0
UNI-E113BEED0AC8,BM25_Only,5,0,0,0,0,,,1.0,577.1
UNI-E113BEED0AC8,Hybrid_NoRerank,5,0,0,0,0,,,0.6153846153846154,637.4
UNI-E4384278FED1,Dense_Only,5,0,0,0,0,,,0.6666666666666666,38.1
UNI-E4384278FED1,BM25_Only,5,0,0,0,0,,,0.8181818181818182,903.9
UNI-E4384278FED1,Hybrid_NoRerank,5,0,0,0,0,,,0.6666666666666666,832.4
UNI-1DDFC49760FB,Dense_Only,5,0,0,0,0,,,0.4285714285714285,38.8
UNI-1DDFC49760FB,BM25_Only,5,0,0,0,0,,,0.8181818181818182,650.0
UNI-1DDFC49760FB,Hybrid_NoRerank,5,0,0,0,0,,,0.4615384615384615,810.3
UNI-0D537D71956E,Dense_Only,5,0,0,0,0,,,0.375,45.6
UNI-0D537D71956E,BM25_Only,5,0,0,0,0,,,0.8181818181818182,1114.9
UNI-0D537D71956E,Hybrid_NoRerank,5,0,0,0,0,,,0.8181818181818182,976.7
UNI-A2AC749CA63A,Dense_Only,5,0,0,0,0,,,0.5384615384615384,42.2
UNI-A2AC749CA63A,BM25_Only,5,0,0,0,0,,,1.0,951.5
UNI-A2AC749CA63A,Hybrid_NoRerank,5,0,0,0,0,,,0.3125,845.3
UNI-CF5AFD9364A0,Dense_Only,5,0,0,0,0,,,0.4615384615384615,40.9
UNI-CF5AFD9364A0,BM25_Only,5,0,0,0,0,,,1.0,849.3
UNI-CF5AFD9364A0,Hybrid_NoRerank,5,0,0,0,0,,,0.6666666666666666,1062.2
UNI-C005B3205C75,Dense_Only,5,0,0,0,0,,,0.5833333333333334,40.3
UNI-C005B3205C75,BM25_Only,5,0,0,0,0,,,1.0,878.9
UNI-C005B3205C75,Hybrid_NoRerank,5,0,0,0,0,,,0.5,1027.5
UNI-1F8C97B08072,Dense_Only,5,0,0,0,0,,,0.5384615384615384,50.8
UNI-1F8C97B08072,BM25_Only,5,0,0,0,0,,,1.0,965.3
UNI-1F8C97B08072,Hybrid_NoRerank,5,0,0,0,0,,,0.8181818181818182,865.2
UNI-A84CAE8CA9B6,Dense_Only,5,0,0,0,0,,,0.4285714285714285,41.6
UNI-A84CAE8CA9B6,BM25_Only,5,0,0,0,0,,,1.0,918.2
UNI-A84CAE8CA9B6,Hybrid_NoRerank,5,0,0,0,0,,,0.5384615384615384,970.9
UNI-F657975BBA3D,Dense_Only,5,0,0,0,0,,,0.5384615384615384,37.6
UNI-F657975BBA3D,BM25_Only,5,0,0,0,0,,,0.8181818181818182,756.7
UNI-F657975BBA3D,Hybrid_NoRerank,5,0,0,0,0,,,0.5384615384615384,839.1
UNI-9F21A314C24C,Dense_Only,5,0,0,0,0,,,0.4615384615384615,45.6
UNI-9F21A314C24C,BM25_Only,5,0,0,0,0,,,1.0,987.5
UNI-9F21A314C24C,Hybrid_NoRerank,5,0,0,0,0,,,0.4615384615384615,920.7
UNI-A02E0FBD6F5D,Dense_Only,5,0,0,0,0,,,0.6666666666666666,42.7
UNI-A02E0FBD6F5D,BM25_Only,5,0,0,0,0,,,1.0,872.3
UNI-A02E0FBD6F5D,Hybrid_NoRerank,5,0,0,0,0,,,0.5833333333333334,985.6
UNI-8BE93BE0602E,Dense_Only,5,0,0,0,0,,,0.6666666666666666,45.2
UNI-8BE93BE0602E,BM25_Only,5,0,0,0,0,,,1.0,1028.0
UNI-8BE93BE0602E,Hybrid_NoRerank,5,0,0,0,0,,,0.8181818181818182,1250.5
UNI-DB1BF486C2DC,Dense_Only,5,0,0,0,0,,,0.8181818181818182,46.6
UNI-DB1BF486C2DC,BM25_Only,5,0,0,0,0,,,1.0,845.4
UNI-DB1BF486C2DC,Hybrid_NoRerank,5,0,0,0,0,,,0.6666666666666666,884.6
UNI-E55E86F60526,Dense_Only,5,0,0,0,0,,,0.6666666666666666,38.4
UNI-E55E86F60526,BM25_Only,5,0,0,0,0,,,1.0,1081.5
UNI-E55E86F60526,Hybrid_NoRerank,5,0,0,0,0,,,0.6666666666666666,911.1
UNI-684D73A39B81,Dense_Only,5,0,0,0,0,,,0.6666666666666666,38.1
UNI-684D73A39B81,BM25_Only,5,0,0,0,0,,,1.0,793.9
UNI-684D73A39B81,Hybrid_NoRerank,5,0,0,0,0,,,0.3571428571428571,946.1
UNI-80B15EE3052B,Dense_Only,5,0,0,0,0,,,0.4285714285714285,38.7
UNI-80B15EE3052B,BM25_Only,5,0,0,0,0,,,1.0,905.9
UNI-80B15EE3052B,Hybrid_NoRerank,5,0,0,0,0,,,0.3125,1085.9
UNI-C82B8D346D6F,Dense_Only,5,0,0,0,0,,,0.7272727272727273,43.4
UNI-C82B8D346D6F,BM25_Only,5,0,0,0,0,,,1.0,824.4
UNI-C82B8D346D6F,Hybrid_NoRerank,5,0,0,0,0,,,0.8181818181818182,817.5
UNI-06BD1DCE7B18,Dense_Only,5,0,0,0,0,,,0.8181818181818182,37.9
UNI-06BD1DCE7B18,BM25_Only,5,0,0,0,0,,,1.0,892.8
UNI-06BD1DCE7B18,Hybrid_NoRerank,5,0,0,0,0,,,1.0,970.5
UNI-414954518923,Dense_Only,5,0,0,0,0,,,0.7272727272727273,39.5
UNI-414954518923,BM25_Only,5,0,0,0,0,,,1.0,739.2
UNI-414954518923,Hybrid_NoRerank,5,0,0,0,0,,,1.0,854.4
UNI-11D348F15603,Dense_Only,5,0,0,0,0,,,0.4,44.7
UNI-11D348F15603,BM25_Only,5,0,0,0,0,,,0.5384615384615384,1102.2
UNI-11D348F15603,Hybrid_NoRerank,5,0,0,0,0,,,0.75,1054.1
UNI-302A3954FB6F,Dense_Only,5,0,0,0,0,,,0.5384615384615384,40.3
UNI-302A3954FB6F,BM25_Only,5,0,0,0,0,,,1.0,985.3
UNI-302A3954FB6F,Hybrid_NoRerank,5,0,0,0,0,,,0.5,829.3
UNI-D0A97C75C350,Dense_Only,5,0,0,0,0,,,0.5384615384615384,43.3
UNI-D0A97C75C350,BM25_Only,5,0,0,0,0,,,0.8181818181818182,865.0
UNI-D0A97C75C350,Hybrid_NoRerank,5,0,0,0,0,,,0.6666666666666666,1086.8
UNI-B840A1489007,Dense_Only,5,0,0,0,0,,,0.6666666666666666,38.2
UNI-B840A1489007,BM25_Only,5,0,0,0,0,,,0.8181818181818182,901.0
UNI-B840A1489007,Hybrid_NoRerank,5,0,0,0,0,,,1.0,1007.9
UNI-F5D28B4D2342,Dense_Only,5,0,0,0,0,,,0.2666666666666666,49.4
UNI-F5D28B4D2342,BM25_Only,5,0,0,0,0,,,1.0,800.0
UNI-F5D28B4D2342,Hybrid_NoRerank,5,0,0,0,0,,,0.4285714285714285,749.9
UNI-BD31A7C0D3BD,Dense_Only,5,0,0,0,0,,,0.5384615384615384,41.2
UNI-BD31A7C0D3BD,BM25_Only,5,0,0,0,0,,,1.0,748.2
UNI-BD31A7C0D3BD,Hybrid_NoRerank,5,0,0,0,0,,,0.5384615384615384,944.3
UNI-86187A2E3364,Dense_Only,5,0,0,0,0,,,0.6666666666666666,38.5
UNI-86187A2E3364,BM25_Only,5,0,0,0,0,,,0.8181818181818182,889.9
UNI-86187A2E3364,Hybrid_NoRerank,5,0,0,0,0,,,0.6666666666666666,897.0
UNI-0ED3AC0D0CBA,Dense_Only,5,0,0,0,0,,,0.6666666666666666,49.7
UNI-0ED3AC0D0CBA,BM25_Only,5,0,0,0,0,,,1.0,920.9
UNI-0ED3AC0D0CBA,Hybrid_NoRerank,5,0,0,0,0,,,0.5384615384615384,830.0
UNI-9E8B2EC2942A,Dense_Only,5,0,0,0,0,,,0.4615384615384615,38.2
UNI-9E8B2EC2942A,BM25_Only,5,0,0,0,0,,,1.0,766.1
UNI-9E8B2EC2942A,Hybrid_NoRerank,5,0,0,0,0,,,0.5384615384615384,1002.9
UNI-E19C4358E1A4,Dense_Only,5,0,0,0,0,,,0.5384615384615384,41.5
UNI-E19C4358E1A4,BM25_Only,5,0,0,0,0,,,0.1764705882352941,1064.3
UNI-E19C4358E1A4,Hybrid_NoRerank,5,0,0,0,0,,,0.5384615384615384,1310.7
UNI-4B9194419C01,Dense_Only,5,0,0,0,0,,,1.0,38.7
UNI-4B9194419C01,BM25_Only,5,0,0,0,0,,,1.0,741.4
UNI-4B9194419C01,Hybrid_NoRerank,5,0,0,0,0,,,0.6666666666666666,748.1
UNI-EA7631191902,Dense_Only,5,0,0,0,0,,,1.0,40.6
UNI-EA7631191902,BM25_Only,5,0,0,0,0,,,1.0,1156.5
UNI-EA7631191902,Hybrid_NoRerank,5,0,0,0,0,,,1.0,968.8
UNI-1059E088E151,Dense_Only,5,0,0,0,0,,,0.6666666666666666,37.4
UNI-1059E088E151,BM25_Only,5,0,0,0,0,,,1.0,842.5
UNI-1059E088E151,Hybrid_NoRerank,5,0,0,0,0,,,0.6666666666666666,1037.3
UNI-C5C3B4A80D32,Dense_Only,5,0,0,0,0,,,0.4,38.8
UNI-C5C3B4A80D32,BM25_Only,5,0,0,0,0,,,1.0,744.4
UNI-C5C3B4A80D32,Hybrid_NoRerank,5,0,0,0,0,,,0.4666666666666667,781.2
UNI-1E3BD41DCE01,Dense_Only,5,0,0,0,0,,,0.6666666666666666,39.0
UNI-1E3BD41DCE01,BM25_Only,5,0,0,0,0,,,1.0,1167.6
UNI-1E3BD41DCE01,Hybrid_NoRerank,5,0,0,0,0,,,0.75,1088.9
UNI-1FE06D054FC1,Dense_Only,5,0,0,0,0,,,0.4285714285714285,38.5
UNI-1FE06D054FC1,BM25_Only,5,0,0,0,0,,,1.0,868.0
UNI-1FE06D054FC1,Hybrid_NoRerank,5,0,0,0,0,,,0.5833333333333334,855.8
UNI-B887D5E464AE,Dense_Only,5,0,0,0,0,,,0.5384615384615384,37.2
UNI-B887D5E464AE,BM25_Only,5,0,0,0,0,,,1.0,964.5
UNI-B887D5E464AE,Hybrid_NoRerank,5,0,0,0,0,,,0.4285714285714285,1197.6
UNI-E1BEF8FD007E,Dense_Only,5,0,0,0,0,,,0.5,38.7
UNI-E1BEF8FD007E,BM25_Only,5,0,0,0,0,,,1.0,972.0
UNI-E1BEF8FD007E,Hybrid_NoRerank,5,0,0,0,0,,,0.5,1161.4
UNI-0F7DD29612C8,Dense_Only,5,0,0,0,0,,,0.4615384615384615,44.6
UNI-0F7DD29612C8,BM25_Only,5,0,0,0,0,,,1.0,678.2
UNI-0F7DD29612C8,Hybrid_NoRerank,5,0,0,0,0,,,0.6666666666666666,653.8
UNI-BAD94238B5F4,Dense_Only,5,0,0,0,0,,,0.6153846153846154,37.3
UNI-BAD94238B5F4,BM25_Only,5,0,0,0,0,,,1.0,886.3
UNI-BAD94238B5F4,Hybrid_NoRerank,5,0,0,0,0,,,0.6153846153846154,1069.7
UNI-AE81A9DBAD24,Dense_Only,5,0,0,0,0,,,0.2352941176470588,37.9
UNI-AE81A9DBAD24,BM25_Only,5,0,0,0,0,,,1.0,785.0
UNI-AE81A9DBAD24,Hybrid_NoRerank,5,0,0,0,0,,,0.3333333333333333,844.8
UNI-57051A8B21FD,Dense_Only,5,0,0,0,0,,,0.6666666666666666,46.0
UNI-57051A8B21FD,BM25_Only,5,0,0,0,0,,,1.0,939.3
UNI-57051A8B21FD,Hybrid_NoRerank,5,0,0,0,0,,,0.5384615384615384,882.6
UNI-D9851BB3019F,Dense_Only,5,0,0,0,0,,,0.8181818181818182,40.0
UNI-D9851BB3019F,BM25_Only,5,0,0,0,0,,,0.8181818181818182,968.0
