query_idx,unified_id,ticket_id,category,severity,query_length,Dense_Only_recall@1,Dense_Only_recall@3,Dense_Only_recall@5,Dense_Only_recall@10,Dense_Only_mrr,Dense_Only_ndcg@5,Dense_Only_ndcg@10,Dense_Only_latency_ms,BM25_Only_recall@1,BM25_Only_recall@3,BM25_Only_recall@5,BM25_Only_recall@10,BM25_Only_mrr,BM25_Only_ndcg@5,BM25_Only_ndcg@10,BM25_Only_latency_ms,Hybrid_NoRerank_recall@1,Hybrid_NoRerank_recall@3,Hybrid_NoRerank_recall@5,Hybrid_NoRerank_recall@10,Hybrid_NoRerank_mrr,Hybrid_NoRerank_ndcg@5,Hybrid_NoRerank_ndcg@10,Hybrid_NoRerank_latency_ms,Hybrid_Rerank_recall@1,Hybrid_Rerank_recall@3,Hybrid_Rerank_recall@5,Hybrid_Rerank_recall@10,Hybrid_Rerank_mrr,Hybrid_Rerank_ndcg@5,Hybrid_Rerank_ndcg@10,Hybrid_Rerank_latency_ms
253,U-000253,ITS-00254,Software,Critical,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,368.9
254,U-000254,ITS-00255,Account,Low,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,406.0
255,U-000255,ITS-00256,Network,Critical,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,362.1
256,U-000256,ITS-00257,Hardware,High,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,340.7
257,U-000257,ITS-00258,Incident,Low,249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,401.7
258,U-000258,ITS-00259,Account,High,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,371.3
259,U-000259,ITS-00260,Network,Medium,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,374.0
260,U-000260,ITS-00261,Incident,High,239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,372.0
261,U-000261,ITS-00262,Software,High,235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,353.7
262,U-000262,ITS-00263,Incident,Critical,234,0.0,0.0,0.0,1.0,0.1,0.0,0.2890648263178879,15.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,0.0,0.0,0.0,1.0,0.1,0.0,0.2890648263178879,403.8
263,U-000263,ITS-00264,Account,High,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,420.6
264,U-000264,ITS-00265,Hardware,Medium,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,356.2
265,U-000265,ITS-00266,Account,Medium,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,427.9
266,U-000266,ITS-00267,Software,Low,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,375.9
267,U-000267,ITS-00268,Incident,Medium,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,409.8
268,U-000268,ITS-00269,Account,Low,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,377.2
269,U-000269,ITS-00270,Hardware,Medium,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,330.9
270,U-000270,ITS-00271,Software,Medium,185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,344.4
271,U-000271,ITS-00272,Account,Low,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,291.7
272,U-000272,ITS-00273,Hardware,Medium,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,346.1
273,U-000273,ITS-00274,Account,Low,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,347.1
274,U-000274,ITS-00275,Account,Low,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,350.8
275,U-000275,ITS-00276,Software,Low,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,329.7
276,U-000276,ITS-00277,Hardware,Critical,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,327.3
277,U-000277,ITS-00278,Software,Critical,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,382.0
278,U-000278,ITS-00279,Hardware,Medium,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,341.2
279,U-000279,ITS-00280,Account,Medium,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,341.9
280,U-000280,ITS-00281,Hardware,Medium,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,317.9
281,U-000281,ITS-00282,Hardware,Low,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,334.2
282,U-000282,ITS-00283,Account,High,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,359.9
283,U-000283,ITS-00284,Software,Low,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,366.7
284,U-000284,ITS-00285,Network,High,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,365.4
285,U-000285,ITS-00286,Hardware,Medium,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,333.2
286,U-000286,ITS-00287,Hardware,Medium,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,345.8
287,U-000287,ITS-00288,Hardware,Low,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,326.3
288,U-000288,ITS-00289,Hardware,Medium,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,335.4
289,U-000289,ITS-00290,Hardware,Low,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,344.3
290,U-000290,ITS-00291,Hardware,Low,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,322.4
291,U-000291,ITS-00292,Hardware,Medium,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,341.0
292,U-000292,ITS-00293,Account,Medium,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,333.5
293,U-000293,ITS-00294,Incident,Low,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,339.3
294,U-000294,ITS-00295,Account,Medium,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,341.0
295,U-000295,ITS-00296,Hardware,Medium,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,330.2
296,U-000296,ITS-00297,Network,Critical,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,358.9
297,U-000297,ITS-00298,Hardware,Critical,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,355.2
298,U-000298,ITS-00299,Network,Medium,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,350.8
299,U-000299,ITS-00300,Incident,Medium,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,390.1
300,U-000300,ITS-00301,Incident,High,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,392.0
301,U-000301,ITS-00302,Software,Medium,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,352.6
302,U-000302,ITS-00303,Incident,Medium,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,359.3
303,U-000303,ITS-00304,Network,High,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,347.7
304,U-000304,ITS-00305,Network,Medium,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,357.6
305,U-000305,ITS-00306,Account,Medium,214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,353.2
306,U-000306,ITS-00307,Hardware,Medium,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,300.4
307,U-000307,ITS-00308,Network,Low,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,394.1
308,U-000308,ITS-00309,Account,Medium,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,349.7
309,U-000309,ITS-00310,Network,High,172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,332.1
310,U-000310,ITS-00311,Software,Medium,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,334.5
311,U-000311,ITS-00312,Network,Low,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,357.5
312,U-000312,ITS-00313,Hardware,High,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,350.4
313,U-000313,ITS-00314,Account,Medium,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,382.0
314,U-000314,ITS-00315,Network,Low,185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,334.8
315,U-000315,ITS-00316,Network,Medium,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,341.8
316,U-000316,ITS-00317,Software,Medium,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,344.1
317,U-000317,ITS-00318,Network,Medium,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,302.0
318,U-000318,ITS-00319,Network,Medium,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,366.6
319,U-000319,ITS-00320,Network,Medium,226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,355.7
320,U-000320,ITS-00321,Incident,High,239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,384.4
321,U-000321,ITS-00322,Network,Low,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,361.6
322,U-000322,ITS-00323,Software,Low,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,317.6
323,U-000323,ITS-00324,Network,Low,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,360.3
324,U-000324,ITS-00325,Software,Low,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,388.1
325,U-000325,ITS-00326,Account,Medium,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,337.6
326,U-000326,ITS-00327,Hardware,High,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,361.3
327,U-000327,ITS-00328,Software,Medium,188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,300.9
328,U-000328,ITS-00329,Incident,Low,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,364.7
329,U-000329,ITS-00330,Software,Medium,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,357.1
330,U-000330,ITS-00331,Software,Critical,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,311.5
331,U-000331,ITS-00332,Software,High,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,349.2
332,U-000332,ITS-00333,Incident,High,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,420.9
333,U-000333,ITS-00334,Incident,Medium,226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,342.0
334,U-000334,ITS-00335,Network,Critical,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,372.7
335,U-000335,ITS-00336,Account,High,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,377.4
336,U-000336,ITS-00337,Incident,High,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,355.2
337,U-000337,ITS-00338,Hardware,Medium,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,332.0
338,U-000338,ITS-00339,Account,Low,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,382.6
339,U-000339,ITS-00340,Incident,High,243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,397.7
340,U-000340,ITS-00341,Hardware,Low,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,320.5
341,U-000341,ITS-00342,Software,High,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,347.6
