query_idx,unified_id,ticket_id,category,severity,query_length,Dense_Only_recall@1,Dense_Only_recall@3,Dense_Only_recall@5,Dense_Only_recall@10,Dense_Only_mrr,Dense_Only_ndcg@5,Dense_Only_ndcg@10,Dense_Only_latency_ms,BM25_Only_recall@1,BM25_Only_recall@3,BM25_Only_recall@5,BM25_Only_recall@10,BM25_Only_mrr,BM25_Only_ndcg@5,BM25_Only_ndcg@10,BM25_Only_latency_ms,Hybrid_NoRerank_recall@1,Hybrid_NoRerank_recall@3,Hybrid_NoRerank_recall@5,Hybrid_NoRerank_recall@10,Hybrid_NoRerank_mrr,Hybrid_NoRerank_ndcg@5,Hybrid_NoRerank_ndcg@10,Hybrid_NoRerank_latency_ms,Hybrid_Rerank_recall@1,Hybrid_Rerank_recall@3,Hybrid_Rerank_recall@5,Hybrid_Rerank_recall@10,Hybrid_Rerank_mrr,Hybrid_Rerank_ndcg@5,Hybrid_Rerank_ndcg@10,Hybrid_Rerank_latency_ms
76,U-000076,ITS-00077,Account,Medium,188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,362.5
77,U-000077,ITS-00078,Software,Low,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,366.5
78,U-000078,ITS-00079,Account,Medium,226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,338.5
79,U-000079,ITS-00080,Incident,Low,236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,399.2
80,U-000080,ITS-00081,Software,Low,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,353.3
81,U-000081,ITS-00082,Hardware,Medium,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,350.9
82,U-000082,ITS-00083,Account,Medium,245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,358.8
83,U-000083,ITS-00084,Network,High,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,326.5
84,U-000084,ITS-00085,Hardware,Low,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,351.8
85,U-000085,ITS-00086,Incident,Low,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,352.0
86,U-000086,ITS-00087,Incident,Medium,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,332.5
87,U-000087,ITS-00088,Network,Medium,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,312.5
88,U-000088,ITS-00089,Incident,Low,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,391.3
89,U-000089,ITS-00090,Software,Medium,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,351.7
90,U-000090,ITS-00091,Hardware,Medium,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,341.9
91,U-000091,ITS-00092,Hardware,Low,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,350.4
92,U-000092,ITS-00093,Network,Medium,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,339.5
93,U-000093,ITS-00094,Hardware,Medium,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,364.3
94,U-000094,ITS-00095,Hardware,Medium,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,316.5
95,U-000095,ITS-00096,Incident,Medium,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,415.4
96,U-000096,ITS-00097,Account,Medium,193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,388.2
97,U-000097,ITS-00098,Account,Medium,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,353.2
98,U-000098,ITS-00099,Hardware,Medium,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,323.1
99,U-000099,ITS-00100,Incident,Medium,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,348.0
100,U-000100,ITS-00101,Incident,Medium,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,405.4
101,U-000101,ITS-00102,Account,Medium,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,347.2
102,U-000102,ITS-00103,Network,Medium,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,340.6
103,U-000103,ITS-00104,Software,High,193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,340.1
104,U-000104,ITS-00105,Account,Low,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,362.0
105,U-000105,ITS-00106,Hardware,Low,182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,327.5
106,U-000106,ITS-00107,Software,Medium,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,295.8
107,U-000107,ITS-00108,Software,High,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,349.2
108,U-000108,ITS-00109,Software,Medium,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,324.7
109,U-000109,ITS-00110,Hardware,Medium,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,342.8
110,U-000110,ITS-00111,Incident,Medium,249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,388.4
111,U-000111,ITS-00112,Software,High,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,351.7
112,U-000112,ITS-00113,Software,Medium,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,325.4
113,U-000113,ITS-00114,Software,Medium,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,333.7
114,U-000114,ITS-00115,Incident,Low,260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,351.4
115,U-000115,ITS-00116,Hardware,Medium,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,350.1
116,U-000116,ITS-00117,Hardware,Medium,193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,348.0
117,U-000117,ITS-00118,Incident,High,236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,379.4
118,U-000118,ITS-00119,Software,Medium,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,340.4
119,U-000119,ITS-00120,Account,Medium,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,356.4
120,U-000120,ITS-00121,Hardware,Medium,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,322.1
121,U-000121,ITS-00122,Hardware,Medium,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,310.7
122,U-000122,ITS-00123,Hardware,Medium,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,335.4
123,U-000123,ITS-00124,Account,Medium,223,0.0,0.0,0.0,1.0,0.1,0.0,0.2890648263178879,13.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,0.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.6309297535714575,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.9
124,U-000124,ITS-00125,Hardware,Medium,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,323.0
125,U-000125,ITS-00126,Incident,High,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,349.1
126,U-000126,ITS-00127,Network,Low,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,371.9
127,U-000127,ITS-00128,Network,Medium,226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,378.2
128,U-000128,ITS-00129,Incident,Medium,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,384.3
129,U-000129,ITS-00130,Software,Critical,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,361.1
130,U-000130,ITS-00131,Incident,Medium,259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,397.6
131,U-000131,ITS-00132,Account,High,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,356.4
132,U-000132,ITS-00133,Software,Low,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,339.2
133,U-000133,ITS-00134,Hardware,Medium,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,339.9
134,U-000134,ITS-00135,Hardware,Medium,247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,363.2
135,U-000135,ITS-00136,Account,Medium,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,363.4
136,U-000136,ITS-00137,Hardware,High,185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,357.7
137,U-000137,ITS-00138,Incident,Medium,247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,404.8
138,U-000138,ITS-00139,Account,Low,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,371.1
139,U-000139,ITS-00140,Network,Medium,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,350.6
140,U-000140,ITS-00141,Software,Medium,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,379.0
141,U-000141,ITS-00142,Account,Low,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,356.0
142,U-000142,ITS-00143,Incident,Low,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,426.8
143,U-000143,ITS-00144,Software,Medium,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,391.0
144,U-000144,ITS-00145,Hardware,Medium,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,302.1
145,U-000145,ITS-00146,Network,Medium,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,372.0
146,U-000146,ITS-00147,Incident,High,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,360.7
147,U-000147,ITS-00148,Incident,Medium,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,365.9
148,U-000148,ITS-00149,Incident,Low,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,413.7
149,U-000149,ITS-00150,Account,Critical,239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,344.9
150,U-000150,ITS-00151,Incident,Medium,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,399.8
151,U-000151,ITS-00152,Account,Medium,182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,383.1
152,U-000152,ITS-00153,Incident,Medium,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,358.8
153,U-000153,ITS-00154,Software,High,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,363.5
154,U-000154,ITS-00155,Account,Medium,236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,385.0
155,U-000155,ITS-00156,Incident,Low,226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,362.0
156,U-000156,ITS-00157,Network,Medium,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,391.8
157,U-000157,ITS-00158,Incident,Medium,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,374.3
158,U-000158,ITS-00159,Software,Medium,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,360.9
159,U-000159,ITS-00160,Network,Medium,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,373.1
160,U-000160,ITS-00161,Hardware,Low,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,318.7
161,U-000161,ITS-00162,Hardware,Low,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,346.5
162,U-000162,ITS-00163,Incident,Medium,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,410.1
163,U-000163,ITS-00164,Software,Low,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,315.2
164,U-000164,ITS-00165,Incident,Medium,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,369.4
